CustomerID,TotalOrder,TotalQuantity,TotalSpend,FirstPurchase,LastPurchase,AVGBasketSize,AVGOrderValue,DaysSinceLast
12428,8,3509,6405.26,2011-03-01,2011-11-14,438.625,800.6575,25
12429,4,1538,3388.4,2010-12-09,2011-11-30,384.5,847.1,9
12430,1,116,216.4,2011-10-27,2011-10-27,116.0,216.4,43
12431,15,2901,6314.95,2010-12-01,2011-11-04,193.4,420.99666666666667,35
12432,4,1800,4359.32,2011-06-20,2011-10-28,450.0,1089.83,42
12433,7,11071,13375.87,2010-12-01,2011-12-09,1581.5714285714287,1910.8385714285716,0
12434,2,394,806.14,2011-03-24,2011-09-16,197.0,403.07,84
12435,2,2055,7829.889999999999,2011-03-17,2011-09-21,1027.5,3914.9449999999997,79
12436,1,209,429.01,2011-09-01,2011-09-01,209.0,429.01,99
12437,18,2894,4447.41,2011-01-12,2011-12-08,160.77777777777777,247.07833333333332,1
12438,2,1169,2466.85,2011-07-22,2011-11-25,584.5,1233.425,14
12441,1,120,155.55,2010-12-08,2010-12-08,120.0,155.55,366
12442,1,181,144.06,2011-12-06,2011-12-06,181.0,144.06,3
12444,5,1132,4085.46,2011-06-21,2011-11-18,226.4,817.092,21
12445,1,60,77.4,2011-11-17,2011-11-17,60.0,77.4,22
12446,1,351,1002.31,2011-10-13,2011-10-13,351.0,1002.31,57
12447,1,187,431.49,2011-04-10,2011-04-10,187.0,431.49,243
12448,1,240,365.45,2011-10-26,2011-10-26,240.0,365.45,44
12449,4,1523,3596.29,2011-06-05,2011-11-17,380.75,899.0725,22
12450,2,128,197.88,2011-06-19,2011-07-06,64.0,98.94,156
12451,5,6574,8995.52,2011-01-19,2011-11-29,1314.8,1799.104,10
12452,1,181,348.57,2011-11-23,2011-11-23,181.0,348.57,16
12453,1,473,707.09,2011-07-28,2011-07-28,473.0,707.09,134
12454,1,1006,3528.34,2011-10-14,2011-10-14,1006.0,3528.34,56
12455,5,2084,2339.86,2011-02-16,2011-09-27,416.8,467.97200000000004,73
12456,3,1618,2581.04,2011-03-30,2011-10-26,539.3333333333334,860.3466666666667,44
12457,6,836,2043.23,2011-04-14,2011-10-04,139.33333333333334,340.53833333333336,66
12458,2,502,787.4,2011-02-28,2011-09-29,251.0,393.7,71
12461,1,282,626.88,2011-07-08,2011-07-08,282.0,626.88,154
12462,2,527,937.59,2011-02-09,2011-11-21,263.5,468.795,18
12463,4,768,1200.78,2011-04-12,2011-10-17,192.0,300.195,53
12464,8,95,957.05,2011-02-03,2011-11-29,11.875,119.63125,10
12465,2,475,682.1899999999999,2011-06-23,2011-11-22,237.5,341.09499999999997,17
12468,2,362,657.54,2011-01-27,2011-06-05,181.0,328.77,187
12471,27,8092,17388.649999999998,2010-12-10,2011-12-07,299.7037037037037,644.024074074074,2
12472,7,4120,6068.11,2010-12-05,2011-11-07,588.5714285714286,866.8728571428571,32
12473,3,2394,2585.73,2011-06-01,2011-10-17,798.0,861.91,53
12474,18,4798,6694.09,2011-01-14,2011-11-22,266.55555555555554,371.8938888888889,17
12475,1,532,669.38,2011-10-17,2011-10-17,532.0,669.38,53
12476,11,2357,5898.42,2010-12-13,2011-11-24,214.27272727272728,536.22,15
12477,6,3653,13219.74,2011-02-11,2011-11-17,608.8333333333334,2203.29,22
12478,1,233,545.99,2011-12-06,2011-12-06,233.0,545.99,3
12479,1,382,473.2,2011-11-28,2011-11-28,382.0,473.2,11
12480,4,1685,2885.63,2011-01-07,2011-11-11,421.25,721.4075,28
12481,10,3262,5003.82,2010-12-09,2011-11-17,326.2,500.38199999999995,22
12483,8,1094,1910.98,2011-01-04,2011-11-22,136.75,238.8725,17
12484,4,2166,3939.32,2011-01-07,2011-11-04,541.5,984.83,35
12488,3,526,1244.66,2011-09-25,2011-11-30,175.33333333333334,414.8866666666667,9
12489,1,103,298.93,2011-01-07,2011-01-07,103.0,298.93,336
12490,10,3033,4859.93,2011-01-14,2011-12-04,303.3,485.99300000000005,5
12491,1,258,424.4,2011-11-01,2011-11-01,258.0,424.4,38
12492,2,190,227.21,2011-08-26,2011-10-07,95.0,113.605,63
12493,2,204,379.74,2011-05-26,2011-06-27,102.0,189.87,165
12494,7,698,1084.1,2010-12-09,2011-11-24,99.71428571428571,154.87142857142857,15
12497,1,1231,953.1,2011-09-19,2011-09-19,1231.0,953.1,81
12498,3,156,349.7,2011-10-13,2011-11-18,52.0,116.56666666666666,21
12500,11,2667,4059.8199999999997,2011-01-10,2011-11-16,242.45454545454547,369.07454545454544,23
12501,1,1775,2025.3899999999999,2011-01-07,2011-01-07,1775.0,2025.3899999999999,336
12502,5,794,2995.87,2011-02-03,2011-09-05,158.8,599.174,95
12504,2,87,428.05,2011-11-09,2011-11-21,43.5,214.025,18
12506,1,23,73.5,2011-04-21,2011-04-21,23.0,73.5,232
12507,3,896,1052.81,2011-02-14,2011-07-28,298.6666666666667,350.93666666666667,134
12508,2,271,397.88,2011-11-10,2011-11-13,135.5,198.94,26
12509,1,54,158.5,2011-02-28,2011-02-28,54.0,158.5,284
12510,2,347,814.57,2011-01-18,2011-07-20,173.5,407.285,142
12512,2,96,132.18,2011-10-04,2011-10-04,48.0,66.09,66
12513,1,459,558.29,2011-08-19,2011-08-19,459.0,558.29,112
12514,1,440,1017.6800000000001,2011-03-17,2011-03-17,440.0,1017.6800000000001,267
12515,1,128,278.7,2010-12-21,2010-12-21,128.0,278.7,353
12516,2,868,1186.06,2011-06-12,2011-09-23,434.0,593.03,77
12517,4,1351,2301.6,2011-06-02,2011-11-11,337.75,575.4,28
12518,5,1306,1840.89,2011-08-21,2011-12-09,261.2,368.178,0
12519,1,172,276.84,2011-10-07,2011-10-07,172.0,276.84,63
12520,5,1423,2346.2599999999998,2011-03-11,2011-09-21,284.6,469.25199999999995,79
12521,1,306,545.68,2011-07-20,2011-07-20,306.0,545.68,142
12522,2,192,156.72,2011-10-19,2011-10-31,96.0,78.36,39
12523,11,860,1699.77,2011-01-12,2011-11-20,78.18181818181819,154.52454545454546,19
12524,8,3669,3945.72,2011-01-10,2011-11-30,458.625,493.215,9
12526,3,624,1172.66,2011-09-06,2011-12-09,208.0,390.8866666666667,0
12527,3,233,330.71,2011-01-18,2011-09-19,77.66666666666667,110.23666666666666,81
12528,6,740,1645.48,2011-01-31,2011-11-30,123.33333333333333,274.24666666666667,9
12530,4,904,1500.28,2011-01-07,2011-10-11,226.0,375.07,59
12531,1,45,125.22,2011-11-25,2011-11-25,45.0,125.22,14
12532,1,151,313.83,2011-11-09,2011-11-09,151.0,313.83,30
12534,1,645,981.18,2011-08-01,2011-08-01,645.0,981.18,130
12535,2,219,716.35,2011-06-06,2011-09-09,109.5,358.175,91
12536,1,2801,4279.71,2011-10-11,2011-10-11,2801.0,4279.71,59
12538,1,191,363.95,2011-11-10,2011-11-10,191.0,363.95,29
12539,4,2067,5568.35,2011-01-10,2011-11-17,516.75,1392.0875,22
12540,17,6620,11580.24,2010-12-13,2011-11-20,389.4117647058824,681.1905882352941,19
12541,3,675,841.18,2011-03-04,2011-11-10,225.0,280.3933333333333,29
12544,1,134,316.7,2011-11-03,2011-11-03,134.0,316.7,36
12545,2,517,832.39,2011-03-25,2011-09-25,258.5,416.195,75
12546,2,628,1021.5,2011-09-23,2011-10-24,314.0,510.75,46
12547,2,132,151.8,2011-03-04,2011-05-26,66.0,75.9,197
12548,1,48,67.19999999999999,2011-06-26,2011-06-26,48.0,67.19999999999999,166
12550,1,564,824.83,2011-09-21,2011-09-21,564.0,824.83,79
12551,1,100,168.0,2010-12-17,2010-12-17,100.0,168.0,357
12552,1,85,317.82,2011-10-31,2011-10-31,85.0,317.82,39
12553,10,1942,3278.28,2011-01-14,2011-12-01,194.2,327.82800000000003,8
12556,2,355,599.56,2011-07-11,2011-10-20,177.5,299.78,50
12557,5,4384,11990.960000000001,2010-12-03,2011-11-23,876.8,2398.192,16
12558,1,196,269.96,2011-12-02,2011-12-02,196.0,269.96,7
12559,2,281,525.71,2011-01-24,2011-02-02,140.5,262.855,310
12560,2,1098,1918.01,2011-07-19,2011-12-04,549.0,959.005,5
12561,1,177,238.85,2011-02-10,2011-02-10,177.0,238.85,302
12562,7,1757,3385.7400000000002,2011-05-25,2011-12-01,251.0,483.6771428571429,8
12564,1,130,402.9,2011-03-23,2011-03-23,130.0,402.9,261
12565,1,80,145.92,2011-02-24,2011-02-24,80.0,145.92,288
12566,1,262,297.65,2011-09-14,2011-09-14,262.0,297.65,86
12567,10,4261,8609.28,2010-12-05,2011-11-17,426.1,860.9280000000001,22
12569,32,1747,3152.69,2011-04-01,2011-12-07,54.59375,98.5215625,2
12571,2,523,519.61,2011-08-10,2011-10-31,261.5,259.805,39
12572,2,446,912.42,2011-10-19,2011-12-01,223.0,456.21,8
12573,1,84,160.54,2011-04-26,2011-04-26,84.0,160.54,227
12574,1,59,182.45,2011-01-28,2011-01-28,59.0,182.45,315
12576,5,967,1315.83,2011-02-08,2011-11-04,193.4,263.166,35
12577,3,468,622.65,2010-12-15,2011-11-04,156.0,207.54999999999998,35
12578,2,1182,2402.5099999999998,2011-01-13,2011-11-18,591.0,1201.2549999999999,21
12579,1,282,386.42,2011-09-22,2011-09-22,282.0,386.42,78
12580,1,236,379.7,2011-04-07,2011-04-07,236.0,379.7,246
12581,1,160,179.71,2011-10-31,2011-10-31,160.0,179.71,39
12582,2,296,351.36,2011-02-24,2011-04-15,148.0,175.68,238
12583,15,5028,6705.38,2010-12-01,2011-12-07,335.2,447.0253333333333,2
12584,9,413,2254.15,2011-03-04,2011-12-06,45.888888888888886,250.4611111111111,3
12585,2,1267,1824.1,2010-12-23,2011-04-19,633.5,912.05,234
12586,1,79,196.94,2011-11-22,2011-11-22,79.0,196.94,17
12587,1,50,104.0,2011-12-02,2011-12-02,50.0,104.0,7
12588,1,52,174.9,2011-10-31,2011-10-31,52.0,174.9,39
12589,2,302,574.68,2011-07-18,2011-11-11,151.0,287.34,28
12590,1,4282,9341.26,2011-05-12,2011-05-12,4282.0,9341.26,211
12591,1,225,368.84999999999997,2011-01-26,2011-01-26,225.0,368.84999999999997,317
12592,2,288,401.6,2011-05-10,2011-09-08,144.0,200.8,92
12593,3,204,382.1,2011-05-05,2011-08-23,68.0,127.36666666666667,108
12594,9,1772,3208.22,2011-01-21,2011-11-02,196.88888888888889,356.46888888888884,37
12596,2,468,450.27,2011-04-11,2011-10-19,234.0,225.135,51
12597,4,2214,3195.22,2011-03-16,2011-11-20,553.5,798.805,19
12598,7,1952,2807.08,2011-02-28,2011-11-30,278.85714285714283,401.01142857142855,9
12599,7,948,888.5799999999999,2011-02-08,2011-11-10,135.42857142857142,126.93999999999998,29
12600,10,758,2311.04,2010-12-03,2011-11-11,75.8,231.10399999999998,28
12601,5,240,487.06,2011-01-11,2011-06-03,48.0,97.412,189
12602,1,162,153.12,2011-10-12,2011-10-12,162.0,153.12,58
12603,1,56,613.2,2011-11-18,2011-11-18,56.0,613.2,21
12604,2,200,236.18,2011-03-23,2011-09-21,100.0,118.09,79
12607,1,1228,1579.51,2011-10-10,2011-10-10,1228.0,1579.51,60
12609,3,639,964.85,2011-01-25,2011-09-22,213.0,321.6166666666667,78
12610,4,1039,1747.54,2011-08-05,2011-11-17,259.75,436.885,22
12611,1,846,1193.32,2011-10-18,2011-10-18,846.0,1193.32,52
12612,1,260,668.04,2011-09-26,2011-09-26,260.0,668.04,74
12613,4,1630,3092.38,2011-03-22,2011-10-13,407.5,773.095,57
12614,1,76,315.6,2011-03-07,2011-03-07,76.0,315.6,277
12615,4,1365,2093.19,2011-06-24,2011-12-07,341.25,523.2975,2
12616,2,280,641.3,2011-02-15,2011-09-05,140.0,320.65,95
12617,1,210,352.98,2011-11-10,2011-11-10,210.0,352.98,29
12618,1,95,137.31,2011-11-18,2011-11-18,95.0,137.31,21
12619,8,3360,2945.56,2011-03-31,2011-11-23,420.0,368.195,16
12620,3,1179,1303.41,2011-05-19,2011-11-25,393.0,434.47,14
12621,20,7369,12411.67,2010-12-09,2011-12-08,368.45,620.5835,1
12622,1,68,162.1,2011-04-21,2011-04-21,68.0,162.1,232
12623,1,189,269.1,2011-03-08,2011-03-08,189.0,269.1,276
12624,2,351,569.13,2011-06-15,2011-08-25,175.5,284.565,106
12625,2,1597,2413.82,2011-01-24,2011-05-12,798.5,1206.91,211
12626,9,3416,5954.48,2011-01-17,2011-11-16,379.55555555555554,661.6088888888888,23
12627,6,2730,4082.53,2011-07-22,2011-11-29,455.0,680.4216666666667,10
12628,3,445,732.46,2011-10-06,2011-12-05,148.33333333333334,244.15333333333334,4
12630,2,542,1030.8799999999999,2011-10-27,2011-11-30,271.0,515.4399999999999,9
12631,1,232,480.5,2011-10-13,2011-10-13,232.0,480.5,57
12633,4,1149,1929.98,2011-02-25,2011-10-12,287.25,482.495,58
12635,2,1162,1509.18,2011-07-08,2011-09-11,581.0,754.59,89
12637,8,2983,5804.9,2011-01-20,2011-10-03,372.875,725.6125,67
12638,1,573,511.69,2011-11-06,2011-11-06,573.0,511.69,33
12639,1,198,366.1,2011-04-15,2011-04-15,198.0,366.1,238
12640,3,301,994.58,2011-09-19,2011-11-16,100.33333333333333,331.5266666666667,23
12641,1,71,145.9,2011-08-16,2011-08-16,71.0,145.9,115
12642,3,546,905.26,2011-08-24,2011-11-14,182.0,301.75333333333333,25
12643,6,1788,3041.64,2011-01-11,2011-08-03,298.0,506.94,128
12644,1,325,477.90999999999997,2011-08-02,2011-08-02,325.0,477.90999999999997,129
12645,4,1076,1631.18,2011-01-27,2011-11-06,269.0,407.795,33
12646,2,897,1346.97,2011-10-21,2011-12-05,448.5,673.485,4
12647,12,1400,3146.82,2010-12-05,2011-11-17,116.66666666666667,262.235,22
12648,1,159,300.05,2011-07-08,2011-07-08,159.0,300.05,154
12649,3,583,569.51,2011-05-11,2011-08-24,194.33333333333334,189.83666666666667,107
12650,1,250,242.44,2011-12-06,2011-12-06,250.0,242.44,3
12651,1,78,114.0,2011-01-09,2011-01-09,78.0,114.0,334
12652,1,498,793.98,2011-01-12,2011-01-12,498.0,793.98,331
12653,2,919,2209.85,2011-02-16,2011-07-14,459.5,1104.925,148
12654,5,260,529.98,2011-02-17,2011-11-29,52.0,105.99600000000001,10
12656,5,1699,3619.17,2011-04-20,2011-11-22,339.8,723.8340000000001,17
12657,4,1032,1427.18,2011-09-22,2011-11-28,258.0,356.795,11
12658,1,317,632.05,2011-11-21,2011-11-21,317.0,632.05,18
12659,1,104,73.67999999999999,2011-11-10,2011-11-10,104.0,73.67999999999999,29
12660,1,126,227.1,2011-11-28,2011-11-28,126.0,227.1,11
12662,11,2041,3543.78,2010-12-01,2011-12-09,185.54545454545453,322.1618181818182,0
12664,9,1188,4391.88,2011-01-21,2011-12-01,132.0,487.9866666666667,8
12665,1,36,45.0,2011-01-19,2011-01-19,36.0,45.0,324
12667,1,391,460.13,2011-10-12,2011-10-12,391.0,460.13,58
12668,4,1599,3177.15,2010-12-19,2011-11-28,399.75,794.2875,11
12669,2,1104,1427.73,2011-03-28,2011-07-12,552.0,713.865,150
12670,5,1383,2744.05,2011-04-21,2011-11-29,276.6,548.8100000000001,10
12672,1,78,225.9,2011-01-14,2011-01-14,78.0,225.9,329
12673,2,349,574.52,2011-01-17,2011-12-04,174.5,287.26,5
12674,4,1126,1844.6,2011-05-16,2011-11-01,281.5,461.15,38
12676,6,664,1091.3899999999999,2011-02-01,2011-11-15,110.66666666666667,181.8983333333333,24
12678,9,10900,16331.46,2010-12-21,2011-10-28,1211.111111111111,1814.6066666666666,42
12679,4,545,951.02,2011-03-01,2011-10-12,136.25,237.755,58
12680,4,439,790.81,2011-08-18,2011-12-09,109.75,197.7025,0
12681,22,7457,12365.54,2010-12-07,2011-11-25,338.95454545454544,562.07,14
12682,31,5485,11019.82,2010-12-03,2011-12-06,176.93548387096774,355.478064516129,3
12683,14,4934,7612.57,2010-12-09,2011-12-05,352.42857142857144,543.755,4
12684,6,1973,2073.63,2011-05-10,2011-12-02,328.8333333333333,345.605,7
12685,6,1507,2575.08,2011-09-07,2011-11-11,251.16666666666666,429.18,28
12686,1,106,71.14,2010-12-03,2010-12-03,106.0,71.14,371
12688,1,3028,4873.81,2011-08-18,2011-08-18,3028.0,4873.81,113
12689,2,622,1139.61,2011-08-04,2011-11-14,311.0,569.805,25
12690,1,103,335.01,2011-05-18,2011-05-18,103.0,335.01,205
12691,5,388,927.8,2010-12-17,2011-11-11,77.6,185.56,28
12693,4,247,711.91,2011-01-24,2011-08-04,61.75,177.9775,127
12694,2,503,761.67,2011-06-09,2011-09-30,251.5,380.835,70
12695,4,220,582.1,2011-05-13,2011-12-02,55.0,145.525,7
12697,3,503,757.59,2011-06-23,2011-11-11,167.66666666666666,252.53,28
12700,4,2944,4525.99,2011-05-08,2011-12-02,736.0,1131.4975,7
12701,2,674,725.71,2011-04-11,2011-09-21,337.0,362.855,79
12702,1,52,201.0,2011-11-20,2011-11-20,52.0,201.0,19
12703,1,163,265.55,2011-09-29,2011-09-29,163.0,265.55,71
12704,8,991,1740.84,2011-06-23,2011-12-02,123.875,217.605,7
12705,8,3970,6382.29,2010-12-17,2011-11-24,496.25,797.78625,15
12707,1,256,603.42,2011-02-21,2011-02-21,256.0,603.42,291
12708,10,1292,2442.91,2010-12-06,2011-11-10,129.2,244.291,29
12709,15,3895,9400.52,2010-12-08,2011-11-24,259.6666666666667,626.7013333333333,15
12710,3,844,1023.02,2011-05-22,2011-09-04,281.3333333333333,341.00666666666666,96
12712,13,1036,3928.13,2010-12-03,2011-11-11,79.6923076923077,302.1638461538462,28
12713,1,505,794.55,2011-12-09,2011-12-09,505.0,794.55,0
12714,5,3046,4294.86,2011-02-18,2011-11-30,609.2,858.972,9
12715,1,190,263.36,2011-08-25,2011-08-25,190.0,263.36,106
12716,2,703,963.49,2011-07-29,2011-12-06,351.5,481.745,3
12717,2,502,830.98,2011-04-08,2011-07-11,251.0,415.49,151
12718,1,201,202.25,2011-09-29,2011-09-29,201.0,202.25,71
12719,2,370,572.95,2011-10-05,2011-12-04,185.0,286.475,5
12720,25,4635,5115.73,2010-12-05,2011-12-07,185.4,204.62919999999997,2
12721,6,1944,2386.13,2010-12-20,2011-11-08,324.0,397.68833333333333,31
12722,4,565,979.63,2011-07-12,2011-09-15,141.25,244.9075,85
12723,5,433,707.07,2011-10-05,2011-12-06,86.6,141.41400000000002,3
12724,4,439,923.41,2011-01-11,2011-12-04,109.75,230.8525,5
12725,1,162,371.8,2010-12-03,2010-12-03,162.0,371.8,371
12726,7,3132,2411.1,2010-12-17,2011-11-11,447.42857142857144,344.4428571428571,28
12727,7,2068,3440.7,2011-01-23,2011-11-29,295.42857142857144,491.5285714285714,10
12728,4,413,728.33,2011-01-11,2011-09-29,103.25,182.0825,71
12729,1,231,417.01,2011-08-18,2011-08-18,231.0,417.01,113
12731,12,8429,18751.91,2010-12-10,2011-11-16,702.4166666666666,1562.6591666666666,23
12732,1,110,218.26,2011-06-13,2011-06-13,110.0,218.26,179
12733,1,137,383.95,2011-04-19,2011-04-19,137.0,383.95,234
12734,1,88,110.39999999999999,2010-12-22,2010-12-22,88.0,110.39999999999999,352
12735,2,363,689.5699999999999,2011-01-06,2011-01-28,181.5,344.78499999999997,315
12736,1,168,144.0,2011-01-11,2011-01-11,168.0,144.0,332
12738,1,147,137.35,2010-12-02,2010-12-02,147.0,137.35,372
12739,1,485,975.54,2011-09-01,2011-09-01,485.0,975.54,99
12740,1,342,427.6,2011-10-07,2011-10-07,342.0,427.6,63
12744,4,5234,9120.39,2011-01-25,2011-10-14,1308.5,2280.0975,56
12747,11,1275,4196.01,2010-12-05,2011-12-07,115.9090909090909,381.4554545454546,2
12748,206,25051,31650.78,2010-12-01,2011-12-09,121.60679611650485,153.6445631067961,0
12749,5,1470,4040.88,2011-05-10,2011-12-06,294.0,808.176,3
12750,1,137,275.88,2011-08-03,2011-08-03,137.0,275.88,128
12752,1,2262,4366.78,2011-09-19,2011-09-19,2262.0,4366.78,81
12753,6,11421,21429.39,2010-12-12,2011-11-17,1903.5,3571.565,22
12754,3,6481,3010.7400000000002,2011-02-04,2011-04-18,2160.3333333333335,1003.58,235
12755,2,1491,3811.9500000000003,2010-12-09,2011-03-04,745.5,1905.9750000000001,280
12756,1,144,112.08,2011-09-14,2011-09-14,144.0,112.08,86
12757,9,2387,4176.75,2011-05-12,2011-11-24,265.22222222222223,464.0833333333333,15
12758,2,2135,2791.59,2011-03-08,2011-08-15,1067.5,1395.795,116
12759,3,894,1411.44,2011-03-09,2011-10-18,298.0,470.48,52
12762,2,1220,1702.52,2011-11-14,2011-12-02,610.0,851.26,7
12763,2,316,494.08,2010-12-05,2011-07-24,158.0,247.04,138
12764,1,386,1693.88,2011-01-27,2011-01-27,386.0,1693.88,316
12766,7,3627,6457.63,2010-12-08,2011-12-06,518.1428571428571,922.5185714285715,3
12769,1,356,1143.6,2011-04-15,2011-04-15,356.0,1143.6,238
12770,1,743,1351.45,2011-05-13,2011-05-13,743.0,1351.45,210
12772,1,551,752.47,2011-10-11,2011-10-11,551.0,752.47,59
12775,5,870,1281.04,2011-02-01,2011-11-22,174.0,256.20799999999997,17
12778,6,817,693.23,2011-01-31,2011-11-20,136.16666666666666,115.53833333333334,19
12779,8,2024,3981.36,2010-12-03,2011-11-02,253.0,497.67,37
12781,2,670,786.74,2011-02-28,2011-10-07,335.0,393.37,63
12782,5,1072,1938.92,2010-12-17,2011-12-05,214.4,387.784,4
12783,4,611,1295.87,2011-09-25,2011-12-07,152.75,323.9675,2
12784,1,278,476.82,2011-11-24,2011-11-24,278.0,476.82,15
12785,1,129,255.95,2010-12-10,2010-12-10,129.0,255.95,364
12787,3,258,418.65999999999997,2011-05-31,2011-11-30,86.0,139.5533333333333,9
12789,1,3,76.85,2011-10-05,2011-10-05,3.0,76.85,65
12790,1,164,294.92,2011-05-31,2011-05-31,164.0,294.92,192
12791,1,96,177.6,2010-12-01,2010-12-01,96.0,177.6,373
12792,1,215,344.54,2011-03-28,2011-03-28,215.0,344.54,256
12793,2,292,461.48,2010-12-03,2011-01-09,146.0,230.74,334
12794,2,592,860.41,2011-09-02,2011-10-17,296.0,430.205,53
12795,1,64,318.48,2011-11-21,2011-11-21,64.0,318.48,18
12797,1,117,226.03,2010-12-09,2010-12-09,117.0,226.03,365
12798,3,5256,6977.04,2011-06-22,2011-11-29,1752.0,2325.68,10
12802,1,312,397.58,2011-06-06,2011-06-06,312.0,397.58,186
12808,3,187,455.65000000000003,2010-12-06,2011-11-03,62.333333333333336,151.88333333333335,36
12809,1,217,405.31,2011-06-15,2011-06-15,217.0,405.31,177
12811,2,227,458.85,2011-02-28,2011-03-23,113.5,229.425,261
